title,album,year,lyrics_raw,lyrics_clean,tokens,tokens_str
Sing for Absolution,Absolution,2003,"[Verse 1]
Lips are turning blue
A kiss that can't renew
I only dream of you, my beautiful
Tiptoe to your room (Tiptoe to your room)
A starlight in the gloom (A starlight in the gloom)
I only dream of you (I only dream of you)
And you never knew (And you never knew)

[Chorus]
Sing for absolution
I will be singing
And falling from your grace, ooh

[Verse 2]
There's nowhere left to hide
In no one to confide
The truth burns deep inside and will never die
Lips are turning blue (Lips are turning blue)
A kiss that can't renew (A kiss that can't renew)
I only dream of you (I only dream of you)
My beautiful (My beautiful)

[Chorus]
Sing for absolution
I will be singing
And falling from your grace, hey

[Instrumental Break]

[Chorus]
Sing for absolution
I will be singing
And falling from your grace, yeah

[Outro]
Our wrongs remain unrectified
And our souls won't be exhumed","
lips are turning blue
a kiss that cant renew
i only dream of you my beautiful
tiptoe to your room tiptoe to your room
a starlight in the gloom a starlight in the gloom
i only dream of you i only dream of you
and you never knew and you never knew


sing for absolution
i will be singing
and falling from your grace ooh


theres nowhere left to hide
in no one to confide
the truth burns deep inside and will never die
lips are turning blue lips are turning blue
a kiss that cant renew a kiss that cant renew
i only dream of you i only dream of you
my beautiful my beautiful


sing for absolution
i will be singing
and falling from your grace hey




sing for absolution
i will be singing
and falling from your grace yeah


our wrongs remain unrectified
and our souls wont be exhumed","['lip', 'turning', 'blue', 'kiss', 'cant', 'renew', 'dream', 'beautiful', 'tiptoe', 'room', 'tiptoe', 'room', 'starlight', 'gloom', 'starlight', 'gloom', 'dream', 'dream', 'never', 'knew', 'never', 'knew', 'sing', 'absolution', 'singing', 'falling', 'grace', 'there', 'nowhere', 'left', 'hide', 'one', 'confide', 'truth', 'burn', 'deep', 'inside', 'never', 'die', 'lip', 'turning', 'blue', 'lip', 'turning', 'blue', 'kiss', 'cant', 'renew', 'kiss', 'cant', 'renew', 'dream', 'dream', 'beautiful', 'beautiful', 'sing', 'absolution', 'singing', 'falling', 'grace', 'sing', 'absolution', 'singing', 'falling', 'grace', 'wrong', 'remain', 'unrectified', 'soul', 'wont', 'exhumed']",lip turning blue kiss cant renew dream beautiful tiptoe room tiptoe room starlight gloom starlight gloom dream dream never knew never knew sing absolution singing falling grace there nowhere left hide one confide truth burn deep inside never die lip turning blue lip turning blue kiss cant renew kiss cant renew dream dream beautiful beautiful sing absolution singing falling grace sing absolution singing falling grace wrong remain unrectified soul wont exhumed
Stockholm Syndrome,Absolution,2003,"[Verse 1]
I won't stand in your way
Let your hatred grow
And she'll scream, and she'll shout, and she'll pray
And she had a name, yeah, she had a name

[Verse 2]
I won't hold you back
Let your anger rise
And we'll fly, and we'll fall, and we'll burn
And no one will recall, no one will recall

[Chorus]
This is the last time I'll
Abandon you
And this is the last time I'll
Forget you
I wish I could!

[Verse 3]
Look to the stars
Let hope burn in your eyes
And we'll love, and we'll hate, and we'll die
All to no avail, all to no avail

[Chorus]
This is the last time I'll
Abandon you
And this is the last time I'll
Forget you
I wish I could!

[Instrumental Break]

[Chorus]
This is the last time I'll
Abandon you
And this is the last time I'll
Forget you
I wish I could!

[Outro]
I wish I could!","
i wont stand in your way
let your hatred grow
and shell scream and shell shout and shell pray
and she had a name yeah she had a name


i wont hold you back
let your anger rise
and well fly and well fall and well burn
and no one will recall no one will recall


this is the last time ill
abandon you
and this is the last time ill
forget you
i wish i could


look to the stars
let hope burn in your eyes
and well love and well hate and well die
all to no avail all to no avail


this is the last time ill
abandon you
and this is the last time ill
forget you
i wish i could




this is the last time ill
abandon you
and this is the last time ill
forget you
i wish i could


i wish i could","['wont', 'stand', 'way', 'let', 'hatred', 'grow', 'shell', 'scream', 'shell', 'shout', 'shell', 'pray', 'name', 'name', 'wont', 'hold', 'back', 'let', 'anger', 'rise', 'well', 'fly', 'well', 'fall', 'well', 'burn', 'one', 'recall', 'one', 'recall', 'last', 'time', 'ill', 'abandon', 'last', 'time', 'ill', 'forget', 'wish', 'could', 'look', 'star', 'let', 'hope', 'burn', 'eye', 'well', 'love', 'well', 'hate', 'well', 'die', 'avail', 'avail', 'last', 'time', 'ill', 'abandon', 'last', 'time', 'ill', 'forget', 'wish', 'could', 'last', 'time', 'ill', 'abandon', 'last', 'time', 'ill', 'forget', 'wish', 'could', 'wish', 'could']",wont stand way let hatred grow shell scream shell shout shell pray name name wont hold back let anger rise well fly well fall well burn one recall one recall last time ill abandon last time ill forget wish could look star let hope burn eye well love well hate well die avail avail last time ill abandon last time ill forget wish could last time ill abandon last time ill forget wish could wish could
Falling Away with You,Absolution,2003,"[Verse 1]
I can't remember when it was good
Moments of happiness elude
Maybe I just misunderstood
All of the love we left behind
Watching the flashbacks intertwine
Memories I will never find
So I'll love whatever you become
And forget the reckless things we've done
I think our lives have just begun
I think our lives have just begun

[Chorus]
And I'll feel my world crumbling
I'll feel my life crumbling
I'll feel my soul crumbling away
And falling away
Falling away with you

[Verse 2]
Staying awake to chase a dream
Tasting the air you're breathing in
I know I won't forget a thing
Promise to hold you close and pray
Watching the fantasies decay
Nothing will ever stay the same
And all of the love we threw away
And all of the hopes we've cherished fade
Making the same mistakes again
Making the same mistakes again

[Chorus]
And I'll feel my world crumbling
I'll feel my life crumbling
I'll feel my soul crumbling away
And falling away
Falling away with you

[Outro]
All of the love we left behind
Watching the flashbacks intertwine
Memories I will never find
Memories I will never find","
i cant remember when it was good
moments of happiness elude
maybe i just misunderstood
all of the love we left behind
watching the flashbacks intertwine
memories i will never find
so ill love whatever you become
and forget the reckless things weve done
i think our lives have just begun
i think our lives have just begun


and ill feel my world crumbling
ill feel my life crumbling
ill feel my soul crumbling away
and falling away
falling away with you


staying awake to chase a dream
tasting the air youre breathing in
i know i wont forget a thing
promise to hold you close and pray
watching the fantasies decay
nothing will ever stay the same
and all of the love we threw away
and all of the hopes weve cherished fade
making the same mistakes again
making the same mistakes again


and ill feel my world crumbling
ill feel my life crumbling
ill feel my soul crumbling away
and falling away
falling away with you


all of the love we left behind
watching the flashbacks intertwine
memories i will never find
memories i will never find","['cant', 'remember', 'good', 'moment', 'happiness', 'elude', 'maybe', 'misunderstood', 'love', 'left', 'behind', 'watching', 'flashback', 'intertwine', 'memory', 'never', 'find', 'ill', 'love', 'whatever', 'become', 'forget', 'reckless', 'thing', 'weve', 'done', 'think', 'life', 'begun', 'think', 'life', 'begun', 'ill', 'feel', 'world', 'crumbling', 'ill', 'feel', 'life', 'crumbling', 'ill', 'feel', 'soul', 'crumbling', 'away', 'falling', 'away', 'falling', 'away', 'staying', 'awake', 'chase', 'dream', 'tasting', 'air', 'youre', 'breathing', 'know', 'wont', 'forget', 'thing', 'promise', 'hold', 'close', 'pray', 'watching', 'fantasy', 'decay', 'nothing', 'ever', 'stay', 'love', 'threw', 'away', 'hope', 'weve', 'cherished', 'fade', 'making', 'mistake', 'making', 'mistake', 'ill', 'feel', 'world', 'crumbling', 'ill', 'feel', 'life', 'crumbling', 'ill', 'feel', 'soul', 'crumbling', 'away', 'falling', 'away', 'falling', 'away', 'love', 'left', 'behind', 'watching', 'flashback', 'intertwine', 'memory', 'never', 'find', 'memory', 'never', 'find']",cant remember good moment happiness elude maybe misunderstood love left behind watching flashback intertwine memory never find ill love whatever become forget reckless thing weve done think life begun think life begun ill feel world crumbling ill feel life crumbling ill feel soul crumbling away falling away falling away staying awake chase dream tasting air youre breathing know wont forget thing promise hold close pray watching fantasy decay nothing ever stay love threw away hope weve cherished fade making mistake making mistake ill feel world crumbling ill feel life crumbling ill feel soul crumbling away falling away falling away love left behind watching flashback intertwine memory never find memory never find
Hysteria ,Absolution,2003,"[Verse 1]
It's bugging me, grating me
And twisting me around
Yeah, I'm endlessly caving in
And turning inside out

[Chorus]
'Cause I want it now, I want it now
Give me your heart and your soul
And I'm breaking out, I'm breaking out
Last chance to lose control

[Verse 2]
Yeah, it's holding me, morphing me
And forcing me to strive
To be endlessly cold within
And dreaming I'm alive

[Chorus]
'Cause I want it now, I want it now
Give me your heart and your soul
I'm not breaking down, I'm breaking out
Last chance to lose control

[Guitar Solo]

[Chorus]
And I want you now, I want you now
I'll feel my heart implode
And I'm breaking out, escaping now
Feeling my faith erode","
its bugging me grating me
and twisting me around
yeah im endlessly caving in
and turning inside out


cause i want it now i want it now
give me your heart and your soul
and im breaking out im breaking out
last chance to lose control


yeah its holding me morphing me
and forcing me to strive
to be endlessly cold within
and dreaming im alive


cause i want it now i want it now
give me your heart and your soul
im not breaking down im breaking out
last chance to lose control




and i want you now i want you now
ill feel my heart implode
and im breaking out escaping now
feeling my faith erode","['bugging', 'grating', 'twisting', 'around', 'im', 'endlessly', 'caving', 'turning', 'inside', 'cause', 'want', 'want', 'give', 'heart', 'soul', 'im', 'breaking', 'im', 'breaking', 'last', 'chance', 'lose', 'control', 'holding', 'morphing', 'forcing', 'strive', 'endlessly', 'cold', 'within', 'dreaming', 'im', 'alive', 'cause', 'want', 'want', 'give', 'heart', 'soul', 'im', 'breaking', 'im', 'breaking', 'last', 'chance', 'lose', 'control', 'want', 'want', 'ill', 'feel', 'heart', 'implode', 'im', 'breaking', 'escaping', 'feeling', 'faith', 'erode']",bugging grating twisting around im endlessly caving turning inside cause want want give heart soul im breaking im breaking last chance lose control holding morphing forcing strive endlessly cold within dreaming im alive cause want want give heart soul im breaking im breaking last chance lose control want want ill feel heart implode im breaking escaping feeling faith erode
Blackout,Absolution,2003,"[Verse 1]
Don't kid yourself
And don't fool yourself
This love's too good to last
And I'm too old to dream, yeah-yeah, ooh

[Verse 2]
Don't grow up too fast
And don't, mmm, embrace the past
This life's too good to last
And I'm too young to care, yeah-yeah, ooh

[Instrumental Break]

[Verse 3]
Don't kid yourself
And don't fool yourself
This life could be the last
And we're too young to see
Woah-woah-woah, mmm","
dont kid yourself
and dont fool yourself
this loves too good to last
and im too old to dream yeahyeah ooh


dont grow up too fast
and dont mmm embrace the past
this lifes too good to last
and im too young to care yeahyeah ooh




dont kid yourself
and dont fool yourself
this life could be the last
and were too young to see
woahwoahwoah mmm","['dont', 'kid', 'dont', 'fool', 'love', 'good', 'last', 'im', 'old', 'dream', 'yeahyeah', 'dont', 'grow', 'fast', 'dont', 'mmm', 'embrace', 'past', 'life', 'good', 'last', 'im', 'young', 'care', 'yeahyeah', 'dont', 'kid', 'dont', 'fool', 'life', 'could', 'last', 'young', 'see', 'woahwoahwoah', 'mmm']",dont kid dont fool love good last im old dream yeahyeah dont grow fast dont mmm embrace past life good last im young care yeahyeah dont kid dont fool life could last young see woahwoahwoah mmm
Butterflies and Hurricanes,Absolution,2003,"[Verse]
Change everything you are
And everything you were
Your number has been called
Fights and battles have begun
Revenge will surely come
Your hard times are ahead

[Chorus]
Best, you've got to be the best
You've got to change the world
And use this chance to be heard
Your time is now (Your time is now)

[Verse]
Change everything you are
And everything you were
Your number has been called
Fights and battles have begun
Revenge will surely come
Your hard times are ahead

[Chorus]
Best, you've got to be the best
You've got to change the world
And use this chance to be heard
Your time is now (Your time is now)

[Instrumental Break]

[Piano Solo]

[Bridge]
Don't let yourself down
Don't let yourself go
Your last chance has arrived

[Chorus]
Best, you've got to be the best
You've got to change the world
And use this chance to be heard
Your time is now (Your time is now)","
change everything you are
and everything you were
your number has been called
fights and battles have begun
revenge will surely come
your hard times are ahead


best youve got to be the best
youve got to change the world
and use this chance to be heard
your time is now your time is now


change everything you are
and everything you were
your number has been called
fights and battles have begun
revenge will surely come
your hard times are ahead


best youve got to be the best
youve got to change the world
and use this chance to be heard
your time is now your time is now






dont let yourself down
dont let yourself go
your last chance has arrived


best youve got to be the best
youve got to change the world
and use this chance to be heard
your time is now your time is now","['change', 'everything', 'everything', 'number', 'called', 'fight', 'battle', 'begun', 'revenge', 'surely', 'come', 'hard', 'time', 'ahead', 'best', 'youve', 'got', 'best', 'youve', 'got', 'change', 'world', 'use', 'chance', 'heard', 'time', 'time', 'change', 'everything', 'everything', 'number', 'called', 'fight', 'battle', 'begun', 'revenge', 'surely', 'come', 'hard', 'time', 'ahead', 'best', 'youve', 'got', 'best', 'youve', 'got', 'change', 'world', 'use', 'chance', 'heard', 'time', 'time', 'dont', 'let', 'dont', 'let', 'go', 'last', 'chance', 'arrived', 'best', 'youve', 'got', 'best', 'youve', 'got', 'change', 'world', 'use', 'chance', 'heard', 'time', 'time']",change everything everything number called fight battle begun revenge surely come hard time ahead best youve got best youve got change world use chance heard time time change everything everything number called fight battle begun revenge surely come hard time ahead best youve got best youve got change world use chance heard time time dont let dont let go last chance arrived best youve got best youve got change world use chance heard time time
The Small Print,Absolution,2003,"[Verse 1]
Take, take all you need
And I'll compensate your greed
With broken hearts
Sell, and I'll sell your memories
For fifteen pounds per year
But just the good days

[Chorus]
Say, it'll make you insane
And it's bending the truth
You're to blame
For all the life that you'll lose and
You watch this space
And I'm going all the way
And be my slave to the grave
I'm a priest God never paid, ooh

[Verse 2]
Hope, and I hope you've seen the light
'Cause no one really cares
They're just pretending
Sell, and I'll sell your memories
For fifteen pounds per year
But you can keep the bad days

[Chorus]
Say, it'll make you insane
And I'm bending the truth
You're to blame
For all the life that you'll lose and
You watch this space
And I'm going all the way
And be my slave to the grave
I'm a priest God never paid, ooh

[Chorus]
Say, it'll make you insane
And I'm bending the truth
You're to blame
For all the life that you'll lose and
You watch this space
And I'm going all the way
And be my slave to the grave
I'm a priest God never paid, ooh



","
take take all you need
and ill compensate your greed
with broken hearts
sell and ill sell your memories
for fifteen pounds per year
but just the good days


say itll make you insane
and its bending the truth
youre to blame
for all the life that youll lose and
you watch this space
and im going all the way
and be my slave to the grave
im a priest god never paid ooh


hope and i hope youve seen the light
cause no one really cares
theyre just pretending
sell and ill sell your memories
for fifteen pounds per year
but you can keep the bad days


say itll make you insane
and im bending the truth
youre to blame
for all the life that youll lose and
you watch this space
and im going all the way
and be my slave to the grave
im a priest god never paid ooh


say itll make you insane
and im bending the truth
youre to blame
for all the life that youll lose and
you watch this space
and im going all the way
and be my slave to the grave
im a priest god never paid ooh



","['take', 'take', 'need', 'ill', 'compensate', 'greed', 'broken', 'heart', 'sell', 'ill', 'sell', 'memory', 'fifteen', 'pound', 'per', 'year', 'good', 'day', 'say', 'itll', 'make', 'insane', 'bending', 'truth', 'youre', 'blame', 'life', 'youll', 'lose', 'watch', 'space', 'im', 'going', 'way', 'slave', 'grave', 'im', 'priest', 'god', 'never', 'paid', 'hope', 'hope', 'youve', 'seen', 'light', 'cause', 'one', 'really', 'care', 'theyre', 'pretending', 'sell', 'ill', 'sell', 'memory', 'fifteen', 'pound', 'per', 'year', 'keep', 'bad', 'day', 'say', 'itll', 'make', 'insane', 'im', 'bending', 'truth', 'youre', 'blame', 'life', 'youll', 'lose', 'watch', 'space', 'im', 'going', 'way', 'slave', 'grave', 'im', 'priest', 'god', 'never', 'paid', 'say', 'itll', 'make', 'insane', 'im', 'bending', 'truth', 'youre', 'blame', 'life', 'youll', 'lose', 'watch', 'space', 'im', 'going', 'way', 'slave', 'grave', 'im', 'priest', 'god', 'never', 'paid']",take take need ill compensate greed broken heart sell ill sell memory fifteen pound per year good day say itll make insane bending truth youre blame life youll lose watch space im going way slave grave im priest god never paid hope hope youve seen light cause one really care theyre pretending sell ill sell memory fifteen pound per year keep bad day say itll make insane im bending truth youre blame life youll lose watch space im going way slave grave im priest god never paid say itll make insane im bending truth youre blame life youll lose watch space im going way slave grave im priest god never paid
Fury ,Absolution,2003,"[Verse 1]
You're so happy now
Burning the candle at both ends
Your self-loving soothes
And softens the blows you've invented

[Chorus]
Breathe in deep
And cleanse away our sins
And we'll pray that there's no God
To punish us and make a fuss

[Verse 2]
Cracks healing up
Future soul forgive this mess
You waste twenty years
And wind up alone demented

[Chorus]
Breathe in deep
And cleanse away our sins
And we'll pray that there's no God
To punish us and make a fuss

Breathe in deep
And cleanse away our sins
And we'll pray that there's no God
To punish us and make a fuss","
youre so happy now
burning the candle at both ends
your selfloving soothes
and softens the blows youve invented


breathe in deep
and cleanse away our sins
and well pray that theres no god
to punish us and make a fuss


cracks healing up
future soul forgive this mess
you waste twenty years
and wind up alone demented


breathe in deep
and cleanse away our sins
and well pray that theres no god
to punish us and make a fuss

breathe in deep
and cleanse away our sins
and well pray that theres no god
to punish us and make a fuss","['youre', 'happy', 'burning', 'candle', 'end', 'selfloving', 'soothes', 'softens', 'blow', 'youve', 'invented', 'breathe', 'deep', 'cleanse', 'away', 'sin', 'well', 'pray', 'there', 'god', 'punish', 'u', 'make', 'fuss', 'crack', 'healing', 'future', 'soul', 'forgive', 'mess', 'waste', 'twenty', 'year', 'wind', 'alone', 'demented', 'breathe', 'deep', 'cleanse', 'away', 'sin', 'well', 'pray', 'there', 'god', 'punish', 'u', 'make', 'fuss', 'breathe', 'deep', 'cleanse', 'away', 'sin', 'well', 'pray', 'there', 'god', 'punish', 'u', 'make', 'fuss']",youre happy burning candle end selfloving soothes softens blow youve invented breathe deep cleanse away sin well pray there god punish u make fuss crack healing future soul forgive mess waste twenty year wind alone demented breathe deep cleanse away sin well pray there god punish u make fuss breathe deep cleanse away sin well pray there god punish u make fuss
Endlessly,Absolution,2003,"[Verse 1]
There's a part of me you'll never know
The only thing I'll never show

[Chorus]
Hopelessly
I'll love you endlessly
Hopelessly
I'll give you everything
But I won't give you up
I won't let you down
And I won't leave you falling
If the moment ever comes

[Verse 2]
It's plain to see it's trying to speak
Cherished dreams forever asleep

[Chorus]
Hopelessly
I'll love you endlessly
Hopelessly
I'll give you everything
But I won't give you up
I won't let you down
And I won't leave you falling
If the moment ever comes

[Instrumental Break]

[Chorus]
Hopelessly
I'll love you endlessly
Hopelessly
I'll give you everything
But I won't give you up
I won't let you down
And I won't leave you falling
But the moment never comes","
theres a part of me youll never know
the only thing ill never show


hopelessly
ill love you endlessly
hopelessly
ill give you everything
but i wont give you up
i wont let you down
and i wont leave you falling
if the moment ever comes


its plain to see its trying to speak
cherished dreams forever asleep


hopelessly
ill love you endlessly
hopelessly
ill give you everything
but i wont give you up
i wont let you down
and i wont leave you falling
if the moment ever comes




hopelessly
ill love you endlessly
hopelessly
ill give you everything
but i wont give you up
i wont let you down
and i wont leave you falling
but the moment never comes","['there', 'part', 'youll', 'never', 'know', 'thing', 'ill', 'never', 'show', 'hopelessly', 'ill', 'love', 'endlessly', 'hopelessly', 'ill', 'give', 'everything', 'wont', 'give', 'wont', 'let', 'wont', 'leave', 'falling', 'moment', 'ever', 'come', 'plain', 'see', 'trying', 'speak', 'cherished', 'dream', 'forever', 'asleep', 'hopelessly', 'ill', 'love', 'endlessly', 'hopelessly', 'ill', 'give', 'everything', 'wont', 'give', 'wont', 'let', 'wont', 'leave', 'falling', 'moment', 'ever', 'come', 'hopelessly', 'ill', 'love', 'endlessly', 'hopelessly', 'ill', 'give', 'everything', 'wont', 'give', 'wont', 'let', 'wont', 'leave', 'falling', 'moment', 'never', 'come']",there part youll never know thing ill never show hopelessly ill love endlessly hopelessly ill give everything wont give wont let wont leave falling moment ever come plain see trying speak cherished dream forever asleep hopelessly ill love endlessly hopelessly ill give everything wont give wont let wont leave falling moment ever come hopelessly ill love endlessly hopelessly ill give everything wont give wont let wont leave falling moment never come
Thoughts of a Dying Atheist,Absolution,2003,"[Verse 1]
Eerie whispers trapped beneath my pillow
Won't let me sleep, your memories
And I know you're in this room, I'm sure I heard you sigh
Floating in between where our worlds collide

[Chorus]
Scares the hell out of me
And the end is all I can see
And it scares the hell out of me
And the end is all I can see
Yeah-yeah, yeah-yeah, yeah-yeah, woah

[Verse 2]
And I know the moment's near
And there's nothing we can do
Look through a faithless eye
Are you afraid to die? Yeah

[Chorus]
'Cause it scares the hell out of me
And the end is all I can see
And it scares the hell out of me
And the end is all I can see
Yeah-yeah, yeah-yeah, yeah-yeah, woah

[Instrumental Bridge]

[Chorus]
And it scares the hell out of me
And the end is all I can see
And it scares the hell out of me
And the end is all I can see
Yeah-yeah, yeah-yeah, yeah-yeah, woah","
eerie whispers trapped beneath my pillow
wont let me sleep your memories
and i know youre in this room im sure i heard you sigh
floating in between where our worlds collide


scares the hell out of me
and the end is all i can see
and it scares the hell out of me
and the end is all i can see
yeahyeah yeahyeah yeahyeah woah


and i know the moments near
and theres nothing we can do
look through a faithless eye
are you afraid to die yeah


cause it scares the hell out of me
and the end is all i can see
and it scares the hell out of me
and the end is all i can see
yeahyeah yeahyeah yeahyeah woah




and it scares the hell out of me
and the end is all i can see
and it scares the hell out of me
and the end is all i can see
yeahyeah yeahyeah yeahyeah woah","['eerie', 'whisper', 'trapped', 'beneath', 'pillow', 'wont', 'let', 'sleep', 'memory', 'know', 'youre', 'room', 'im', 'sure', 'heard', 'sigh', 'floating', 'world', 'collide', 'scare', 'hell', 'end', 'see', 'scare', 'hell', 'end', 'see', 'yeahyeah', 'yeahyeah', 'yeahyeah', 'know', 'moment', 'near', 'there', 'nothing', 'look', 'faithless', 'eye', 'afraid', 'die', 'cause', 'scare', 'hell', 'end', 'see', 'scare', 'hell', 'end', 'see', 'yeahyeah', 'yeahyeah', 'yeahyeah', 'scare', 'hell', 'end', 'see', 'scare', 'hell', 'end', 'see', 'yeahyeah', 'yeahyeah', 'yeahyeah']",eerie whisper trapped beneath pillow wont let sleep memory know youre room im sure heard sigh floating world collide scare hell end see scare hell end see yeahyeah yeahyeah yeahyeah know moment near there nothing look faithless eye afraid die cause scare hell end see scare hell end see yeahyeah yeahyeah yeahyeah scare hell end see scare hell end see yeahyeah yeahyeah yeahyeah
Ruled by Secrecy,Absolution,2003,"[Verse 1]
Eerie whispers trapped beneath my pillow
Won't let me sleep, your memories
And I know you're in this room, I'm sure I heard you sigh
Floating in between where our worlds collide

[Chorus]
Scares the hell out of me
And the end is all I can see
And it scares the hell out of me
And the end is all I can see
Yeah-yeah, yeah-yeah, yeah-yeah, woah

[Verse 2]
And I know the moment's near
And there's nothing we can do
Look through a faithless eye
Are you afraid to die? Yeah

[Chorus]
'Cause it scares the hell out of me
And the end is all I can see
And it scares the hell out of me
And the end is all I can see
Yeah-yeah, yeah-yeah, yeah-yeah, woah

[Instrumental Bridge]

[Chorus]
And it scares the hell out of me
And the end is all I can see
And it scares the hell out of me
And the end is all I can see
Yeah-yeah, yeah-yeah, yeah-yeah, woah","
eerie whispers trapped beneath my pillow
wont let me sleep your memories
and i know youre in this room im sure i heard you sigh
floating in between where our worlds collide


scares the hell out of me
and the end is all i can see
and it scares the hell out of me
and the end is all i can see
yeahyeah yeahyeah yeahyeah woah


and i know the moments near
and theres nothing we can do
look through a faithless eye
are you afraid to die yeah


cause it scares the hell out of me
and the end is all i can see
and it scares the hell out of me
and the end is all i can see
yeahyeah yeahyeah yeahyeah woah




and it scares the hell out of me
and the end is all i can see
and it scares the hell out of me
and the end is all i can see
yeahyeah yeahyeah yeahyeah woah","['eerie', 'whisper', 'trapped', 'beneath', 'pillow', 'wont', 'let', 'sleep', 'memory', 'know', 'youre', 'room', 'im', 'sure', 'heard', 'sigh', 'floating', 'world', 'collide', 'scare', 'hell', 'end', 'see', 'scare', 'hell', 'end', 'see', 'yeahyeah', 'yeahyeah', 'yeahyeah', 'know', 'moment', 'near', 'there', 'nothing', 'look', 'faithless', 'eye', 'afraid', 'die', 'cause', 'scare', 'hell', 'end', 'see', 'scare', 'hell', 'end', 'see', 'yeahyeah', 'yeahyeah', 'yeahyeah', 'scare', 'hell', 'end', 'see', 'scare', 'hell', 'end', 'see', 'yeahyeah', 'yeahyeah', 'yeahyeah']",eerie whisper trapped beneath pillow wont let sleep memory know youre room im sure heard sigh floating world collide scare hell end see scare hell end see yeahyeah yeahyeah yeahyeah know moment near there nothing look faithless eye afraid die cause scare hell end see scare hell end see yeahyeah yeahyeah yeahyeah scare hell end see scare hell end see yeahyeah yeahyeah yeahyeah
Take a Bow,Black Holes and Revelations,2006,"[Verse 1]
Corrupt, you corrupt
And bring corruption to all that you touch
Hold, you'll behold
And beholden for all that you've done

[Verse 2]
And spell, cast a spell
And cast a spell on the country you run
And risk, you will risk
You will risk all their lives and their souls

[Chorus]
And burn, you will burn
You will burn in Hell, yeah, you'll burn in Hell
You'll burn in Hell, yeah, you'll burn in Hell
For your sins

[Bridge]
Ooh, and our freedom's consuming itself
What we've become
Is contrary to what we want
Take a bow

[Verse 3]
Death, you bring death
And destruction to all that you touch
Pay, you must pay
You must pay for your crimes against the earth

[Verse 4]
And Hex, feed the Hex
Feed the Hex on the country you love
And beg, you will beg
You will beg for their lives and their souls

[Chorus]
And burn, you will burn
You will burn in Hell, yeah, you'll burn in Hell
You'll burn in Hell, yeah, you'll burn in Hell
For your sins","
corrupt you corrupt
and bring corruption to all that you touch
hold youll behold
and beholden for all that youve done


and spell cast a spell
and cast a spell on the country you run
and risk you will risk
you will risk all their lives and their souls


and burn you will burn
you will burn in hell yeah youll burn in hell
youll burn in hell yeah youll burn in hell
for your sins


ooh and our freedoms consuming itself
what weve become
is contrary to what we want
take a bow


death you bring death
and destruction to all that you touch
pay you must pay
you must pay for your crimes against the earth


and hex feed the hex
feed the hex on the country you love
and beg you will beg
you will beg for their lives and their souls


and burn you will burn
you will burn in hell yeah youll burn in hell
youll burn in hell yeah youll burn in hell
for your sins","['corrupt', 'corrupt', 'bring', 'corruption', 'touch', 'hold', 'youll', 'behold', 'beholden', 'youve', 'done', 'spell', 'cast', 'spell', 'cast', 'spell', 'country', 'run', 'risk', 'risk', 'risk', 'life', 'soul', 'burn', 'burn', 'burn', 'hell', 'youll', 'burn', 'hell', 'youll', 'burn', 'hell', 'youll', 'burn', 'hell', 'sin', 'freedom', 'consuming', 'weve', 'become', 'contrary', 'want', 'take', 'bow', 'death', 'bring', 'death', 'destruction', 'touch', 'pay', 'must', 'pay', 'must', 'pay', 'crime', 'earth', 'hex', 'feed', 'hex', 'feed', 'hex', 'country', 'love', 'beg', 'beg', 'beg', 'life', 'soul', 'burn', 'burn', 'burn', 'hell', 'youll', 'burn', 'hell', 'youll', 'burn', 'hell', 'youll', 'burn', 'hell', 'sin']",corrupt corrupt bring corruption touch hold youll behold beholden youve done spell cast spell cast spell country run risk risk risk life soul burn burn burn hell youll burn hell youll burn hell youll burn hell sin freedom consuming weve become contrary want take bow death bring death destruction touch pay must pay must pay crime earth hex feed hex feed hex country love beg beg beg life soul burn burn burn hell youll burn hell youll burn hell youll burn hell sin
