title,album,year,lyrics_raw
Supermassive Black Hole,Black Holes and Revelations,2006,"[Verse 1: Matt Bellamy]
Ooh, baby, don't you know I suffer?
Ooh, baby, can't you hear me moan?
You caught me under false pretenses
How long before you let me go?

[Pre-Chorus: Matt Bellamy]
Ooh, you set my soul alight
Ooh, you set my soul alight

[Chorus: Chris Wolstenholme, Matt Bellamy & Dominic Howard]
Glaciers melting in the dead of night (Ooh)
And the superstar's sucked into the supermassive (You set my soul alight)
Glaciers melting in the dead of night (Ooh)
And the superstar's sucked into the (You set my soul)
Into the supermassive

[Verse 2: Matt Bellamy]
I thought I was a fool for no one
But, ooh, baby, I'm a fool for you
You're the queen of the superficial
How long before you tell the truth?

[Pre-Chorus: Matt Bellamy]
Ooh, you set my soul alight
Ooh, you set my soul alight

[Chorus: Chris Wolstenholme, Matt Bellamy & Dominic Howard]
Glaciers melting in the dead of night (Ooh)
And the superstar's sucked into the supermassive (You set my soul alight)
Glaciers melting in the dead of night (Ooh)
And the superstar's sucked into the (You set my soul)
Into the supermassive

[Bridge: Chris Wolstenholme]
Supermassive black hole
Supermassive black hole
Supermassive black hole
Supermassive black hole

[Chorus: Chris Wolstenholme, Matt Bellamy & Dominic Howard]
Glaciers melting in the dead of night
And the superstar's sucked into the supermassive
Glaciers melting in the dead of night
And the superstar's sucked into the supermassive
Glaciers melting in the dead of night (Ooh)
And the superstar's sucked into the supermassive (You set my soul alight)
Glaciers melting in the dead of night (Ooh)
And the superstar's sucked into the (You set my soul)
Into the supermassive

[Outro: Chris Wolstenholme]
Supermassive black hole
Supermassive black hole
Supermassive black hole
Supermassive black hole"
Map of the Problematique,Black Holes and Revelations,2006,"[Instrumental Intro]

[Verse 1]
Fear and panic in the air
I want to be free from desolation and despair
And I feel like everything I sow
Is being swept away, well I refuse to let you go

[Pre-Chorus]
I can't get it right
Get it right
Since I met you

[Chorus]
Loneliness be over
When will this loneliness be over?

[Verse 2]
Life will flash before my eyes
So scattered and lost, I want to touch the other side
And no one thinks they are to blame
Why can't we see that when we bleed, we bleed the same?

[Pre-Chorus]
I can't get it right
Get it right
Since I met you

[Chorus]
Loneliness be over
When will this loneliness be over?
Loneliness be over
When will this loneliness be over?"
Soldier's Poem,Black Holes and Revelations,2006,"[Verse 1]
Throw it all away
Let's lose ourselves
'Cause there's no one left for us to blame
It's a shame we're all dying
And do you think you deserve your freedom?

[Verse 2]
How could you send us
So far away from home
When you know damn well that this is wrong?
I would still lay down my life for you
And do you think you deserve your freedom?

[Outro]
No, I don't think you do
There's no justice in the world
There's no justice in the world
And there never was"
Invincible,Black Holes and Revelations,2006,"[Verse 1]
Follow through
Make your dreams come true
Don't give up the fight
You will be alright
'Cause there's no one like you
In the universe

[Verse 2]
And don't be afraid
Of what your mind conceives
You should make a stand
Stand up for what you believe
And tonight, we can truly say
Together we're invincible

[Chorus]
And during the struggle
They will pull us down
But please, please, let's use this chance
To turn things around
And tonight, we can truly say
Together we're invincible

[Verse 3]
Do it on your own
It makes no difference to me
What you leave behind
What you choose to be
And whatever they say
Your soul's unbreakable

[Chorus]
And during the struggle
They will pull us down
But please, please, let's use this chance
To turn things around
And tonight, we can truly say
Together we're invincible
Together we're invincible

[Guitar Solo]

[Chorus]
During the struggle
They will pull us down
But please, please, let's use this chance
To turn things around
And tonight, we can truly say
Together we're invincible
Together we're invincible"
Assassin,Black Holes and Revelations,2006,"[Verse 1]
War is overdue
The time has come for you
To shoot your leaders down
Join forces underground

[Chorus]
Lose control
An increasing pace
Warped and bewitched
In time to erase
Whatever they say
These people are torn
Wild and bereft
Assassin is born, yeah

[Post-Chorus]
Woah, yeah!
(Aim! Shoot! Kill your leaders!)
(Aim! Kill them all!)

[Verse 2]
Oppose and disagree
Destroy demonocracy

[Chorus]
Lose control
An increasing pace
Warped and bewitched
In time to erase
Whatever they say
These people are torn
Wild and bereft
Assassin is born, yeah

[Outro]
Go!"
Exo-Politics,Black Holes and Revelations,2006,"[Verse 1]
Open the skies over me
I am waiting patiently
I'll wait for a sign
As conspiracies unwind
Will you slam shut or free your mind
Or stay hypnotized?

[Chorus 1]
When the Zetas fill the skies
Will our leaders tell us why?
And fully loaded satellites
Will conquer nothing but our minds

[Post-Chorus]
And I'm waiting patiently
And I'll wait for the sign

[Guitar Solo]

[Verse 2]
Carried through the centuries
Secrets locked up and loaded on my back
Well, it weighs me down

[Chorus 2]
When the Zetas fill the skies
It's just our leaders in disguise
Fully loaded satellites
Will conquer nothing but our minds

[Post-Chorus]
And I'm waiting patiently
And I'll wait for the sign, yeah
But I'm waiting patiently
And I'll wait for the sign"
City of Delusion,Black Holes and Revelations,2006,"[Verse 1]
Stay away from me
Build a fortress and shield your beliefs
Touch the divine
As we fall in line

[Verse 2]
Can I believe when I don't trust?
All your theories turn to dust
I choose to hide
From the All-Seeing Eye

[Chorus]
Destroy this city of delusion
And break these walls down
And I will avenge
And justify my reasons with your blood

[Verse 3]
You will not rest or settle for less
Until you guzzle and squander what's left
Do not deny
That you live and let die

[Chorus]
Destroy this city of delusion
And break these walls down
And I will avenge
And justify my reasons with your blood

[Trumpet Solo]

[Chorus]
Destroy this city of delusion
And break these walls down
And I will avenge
And justify my reasons with your blood"
Hoodoo,Black Holes and Revelations,2006,"[Verse]
Come into my life
Regress into a dream
We will hide
And build a new reality
Draw another picture
Of the life you could've had
Follow your instincts
And choose the other path

[Bridge]
You should never be afraid
You're protected from trouble and pain
Why, why?
Is this a crisis in your eyes, again?

[Chorus]
Come to be, how did it come to be?
Tied to a railroad, no love to set us free
Watch our souls fade away
And our bodies crumbling
Don't be afraid
I will take the blow for you

[Outro]
And I've had recurring nightmares
That I was loved for who I am
And missed the opportunity
To be a better man"
Knights of Cydonia,Black Holes and Revelations,2006,"[Instrumental Intro with Vocalizations]

[Verse]
Come ride with me through the veins of history
I'll show you a god who falls asleep on the job
And how can we win when fools can be kings?
Don't waste your time, or time will waste you

[Instrumental Break]

[Chorus]
No one's gonna take me alive
The time has come to make things right
You and I must fight for our rights
You and I must fight to survive
No one's gonna take me alive
The time has come to make things right
You and I must fight for our rights
You and I must fight to survive

[Instrumental Bridge]

[Chorus]
No one's gonna take me alive
The time has come to make things right
You and I must fight for our rights
You and I must fight to survive

[Instrumental Outro]"
Glorious,Black Holes and Revelations,2006,"[Verse 1]
Rose-tinted view
And satellites that compromise the truth
But I wanted more
With the cuts and the bruises
Touch my face
A hopeless embrace

[Chorus]
Faith
It drives me away
But it turns me on
Like a stranger's love
It rockets through the universe
It fuels the lies and feeds the curse
Believes we could be glorious

[Verse 2]
I need to believe
But I still want more
With the cuts and the bruises
Don't close the door
On what you adore

[Chorus]
Yeah and faith
It drives me away
But it turns me on
Like a stranger's love
It rockets through the universe
It fuels the lies and feeds the curse
Believes we could be glorious"
Uprising,The Resistance,2009,"[Instrumental Intro]
(Come on)

[Verse 1]
Paranoia is in bloom
The PR transmissions will resume
They'll try to push drugs that keep us all dumbed down
And hope that we will never see the truth around
(So come on)

[Verse 2]
Another promise, another seed
Another, a packaged lie to keep us trapped in greed
And all the green belts wrapped around our minds
And endless red tape to keep the truth confined
(So come on)

[Chorus]
They will not force us
They will stop degrading us
They will not control us
And we will be victorious
(So come on)

[Verse 3]
Interchanging mind control
Come let the revolution take its toll
If you could flick a switch and open your third eye
You'd see that we should never be afraid to die
(So come on)

[Verse 4]
Rise up and take the power back
It's time the fat cats had a heart attack
You know that their time's coming to an end
We have to unify and watch our flag ascend
(So come on)

[Chorus]
They will not force us
They will stop degrading us
They will not control us
And we will be victorious
(So come on)

[Interlude]
Hey, hey, hey, hey
Hey, hey, hey, hey
Hey, hey, hey, hey

[Chorus]
They will not force us
They will stop degrading us
They will not control us
And we will be victorious
(So come on)

[Outro]
Hey, hey, hey, hey"
Resistance,The Resistance,2009,"[Verse 1]
Is our secret safe tonight?
And are we out of sight?
Or will our world come tumbling down?
Will they find our hiding place?
Is this our last embrace?
Or will the walls start caving in?

[Pre-Chorus]
(It could be wrong, could be wrong) But it should have been right
(It could be wrong, could be wrong) To let our hearts ignite
(It could be wrong, could be wrong) Are we digging a hole?
(It could be wrong, could be wrong) This is out of control
(It could be wrong, could be wrong) It can never last
(It could be wrong, could be wrong) Must erase it fast
(It could be wrong, could be wrong) But it could have been right
(It could be wrong, could be—)

[Chorus]
Love is our resistance
They'll keep us apart and they won't stop breaking us down
Hold me
Our lips must always be sealed

[Verse 2]
If we live a life in fear
I'll wait a thousand years
Just to see you smile again
Kill your prayers for love and peace
You'll wake the Thought Police
We can't hide the truth inside

[Pre-Chorus]
(It could be wrong, could be wrong) But it should have been right
(It could be wrong, could be wrong) To let our hearts ignite
(It could be wrong, could be wrong) Are we digging a hole?
(It could be wrong, could be wrong) This is out of control
(It could be wrong, could be wrong) It can never last
(It could be wrong, could be wrong) Must erase it fast
(It could be wrong, could be wrong) But it could have been right
(It could be wrong, could be—)

[Chorus]
Love is our resistance
They'll keep us apart and they won't stop breaking us down
Hold me
Our lips must always be sealed

[Outro]
The night has reached its end
We can't pretend
We must run
We must run
It's time to run
Take us away from here
Protect us from further harm
Resistance"
Undisclosed Desires,The Resistance,2009,"[Verse 1]
I know you've suffered
But I don't want you to hide
It's cold and loveless
I won't let you be denied

[Pre-Chorus]
Soothing, I'll make you feel pure
Trust me, you can be sure

[Chorus]
I want to reconcile the violence in your heart
I want to recognise your beauty is not just a mask
I want to exorcise the demons from your past
I want to satisfy the undisclosed desires in your heart

[Verse 2]
You trick your lovers
That you're wicked and divine
You may be a sinner
But your innocence is mine

[Pre-Chorus]
Please me, show me how it's done
Tease me, you are the one

[Chorus]
I want to reconcile the violence in your heart
I want to recognise your beauty is not just a mask
I want to exorcise the demons from your past
I want to satisfy the undisclosed desires in your heart

[Instrumental Bridge]

[Pre-Chorus]
Please me, show me how it's done
Trust me, you are the one

[Chorus]
I want to reconcile the violence in your heart
I want to recognise your beauty is not just a mask
I want to exorcise the demons from your past
I want to satisfy the undisclosed desires in your heart"
United States of Eurasia (+Collateral Damage),The Resistance,2009,"[Verse 1]
You and me are the same
We don't know or care who's to blame
But we know that whoever holds the reins
Nothing will change, our cause has gone insane

[Chorus 1]
And these wars they can't be won
And these wars they can't be won
And do you want them to go on and on and on?
Why split these states, when there can be only one?
And must we do as we're told?
Must we do as we're told?

[Instrumental Break]

[Verse 2]
You and me fall in line
To be punished for unproven crimes
And we know that there's no one we can trust
Our ancient heroes, they are turning to dust

[Chorus 2]
And these wars they can't be won
Does anyone know or care how they begun?
They just promise to go on and on and on
But soon we will see, there can be only one
United States
United States of

[Instrumental Break]

[Coda]
Eurasia! 'Sia! 'Sia! 'Sia!
Eurasia! 'Sia! 'Sia! 'Sia!
Eurasia! 'Sia! 'Sia! 'Sia!

[Outro: Collateral Damage]"
Guiding Light ,The Resistance,2009,"[Verse]
Pure hearts stumble
In my hands, they crumble
Fragile and stripped to the core
I can't hurt you anymore
Loved by numbers
You're losing life's wonder
Touch like strangers; detached
I can't feel you anymore

[Chorus 1]
The sunshine trapped in our hearts
It could rise again
But I'm lost, crushed
Cold and confused
With no guiding light left inside

[Post-Chorus]
You were my guiding light

[Guitar Solo]

[Chorus 2]
When comfort
And warmth can't be found I still reach for you
But I'm lost, crushed
Cold and confused
With no guiding light left inside

[Post-Chorus]
You're my guiding light
You're my guiding light

[Outro]
When there's no guiding light left inside
When there's no guiding light in our lives"
Unnatural Selection,The Resistance,2009,"[Intro]
They'll laugh as they watch us fall
The lucky don't care at all
No chance for fate
It's unnatural selection
I want the truth

[Verse 1]
I am hungry for some unrest
I want to push it beyond a peaceful protest
I wanna speak in a language that they'll understand
Dedication, to a new age
Is this the end of destruction and rampage?
Another chance to erase it then repeat it again

[Pre-Chorus]
Counter balance this commotion
We're not droplets in the ocean
Ocean

[Chorus 1]
They'll laugh as they watch us fall
The lucky don't care at all
No (Hey) chance (Hey) for fate (Hey)
It's unnatural selection
I want the truth
Woo

[Verse 2]
No religion or mind virus
Is there a hope that the facts will ever find us?
Just make sure that you are looking out for number one
And I am hungry for some unrest
Let's push it beyond a peaceful protest
I wanna speak in a language that you will understand

[Pre-Chorus]
Counter balance this commotion
We're not droplets in the ocean
Ocean

[Chorus 2]
They'll laugh as they watch us crawl
The lucky don't share at all
No (Hey) hope (Hey) for fate (Hey)
It's a random chance selection
I want the truth

[Instrumental Break]

[Bridge 1]
Try to ride out the storm
Whilst they'll make you believe
That they are the special ones
(We have not been chosen)

[Guitar Solo]

[Bride 2]
Injustice is the norm
You won't be the first and you know you won't be the last

[Pre-Chorus]
Counter balance this commotion
We're not droplets in the ocean
Ocean
Ocean
Ocean

[Chorus 1]
They'll laugh as they watch us fall
And the lucky, they don't care at all
No (Hey) chance (Hey) for fate (Hey)
It's unnatural selection
I want the truth
And I want the truth
And I want the truth
And I want the truth

[Instrumental Outro]"
MK Ultra,The Resistance,2009,"[Verse 1]
The wavelength gently grows
Coercive notions re-evolve
A universe is trapped inside a tear
It resonates the core, creates unnatural laws
Replaces love and happiness with fear, ooh

[Chorus]
How much deception can you take?
How many lies will you create?
How much longer till you break?
Your mind's about to fall

[Bridge]
And they're breaking through
And they're breaking through
They're breaking through
(We are losing control)
They're breaking through
They're breaking through
They're breaking through
Now we're falling
We are losing control

[Verse 2]
Invisible to all
The mind becomes a wall
All of history deleted with one stroke, ooh

[Chorus]
How much deception can you take?
How many lies will you create?
How much longer till you break?
Your mind's about to fall

[Outro]
And they're breaking through
They're breaking through
They're breaking through
Now we're falling
We are losing control"
I Belong to You (+Mon Coeur S'Ouvre a Ta Voix),The Resistance,2009,"[Part I]

[Intro]
Woo
Mhm, mhm

[Verse 1]
When these pillars get pulled down
It will be you who wears the crown
And I'll owe everything to you

[Refrain]
Ooh
Ooh

[Verse 2]
How much pain has cracked your soul?
How much love would make you whole?
You're my guiding lightning strike

[Chorus]
I can't find the words to say
They're overdue
I've travelled half the world to say
I belong to you

[Refrain]
Ooh
Ooh

[Verse 3]
Then she attacks me like a Leo
When my heart is split like Rio
But I assure you my debts are real

[Chorus]
I can't find the words to say
When I'm confused
I travelled half the world to say
You are my mu—

[Refrain]
Ooh
Ooh

[Part II]

[Interlude]
Ah, réponds, réponds à ma tendresse
Verse-moi, verse-moi l'ivresse
Réponds à ma tendresse, réponds à ma tendresse
Ah, verse-moi l'ivresse
Ooh, verse-moi, verse-moi l'ivresse
Réponds à ma tendresse, réponds à ma tendresse
Ah, verse-moi l'ivresse
I belong, I belong to you alone

[Part III]

[Intro]
Ooh
—se

[Bass Clarinet Solo]

[Chorus]
Ooh, I can't find the words to say
They're overdue
I've travelled half the world to say
I belong to you

[Outro]
Ooh
Ooh"
"Exogenesis: Symphony, Pt. 1 (Overture)",The Resistance,2009,"[Verse 1]
Aping my soul
You stole my overture
Trapped in God's program
Oh, I can't escape

[Chorus]
Who are we?
Where are we?
When are we?
Why are we?
Who are we?
Where are we?
Why, why, why?

[Verse 2]
I can't forgive you
And I can't forget

[Chorus]
Who are we?
Where are we?
When are we?
Why are we in here?
Who are we?
Where are we?
When are we?
Why are we in here?"
"Exogenesis: Symphony, Pt. 2 (Cross-pollination) ",The Resistance,2009,"[Verse]
Rise above the crowds
And wade through toxic clouds
Breach the outer sphere
The edge of all our fears
Rest with you
We are counting on you
It's up to you

[Outro]
Spread our codes to the stars
You must rescue us all
Spread our codes to the stars
You must rescue us all
Tell us, tell us your final wish
Now we know you can never return
Tell us, tell us your final wish
We will tell it to the world"
"Exogenesis: Symphony, Pt. 3 (Redemption)",The Resistance,2009,"[Verse]
Let's start over again
Why can't we start it over again?
Just let us start it over again
And we'll be good
This time we'll get it, get it right
It's our last chance to forgive ourselves"
Supremacy,The 2nd Law,2012,"[Instrumental Intro]

[Verse]
Wake to see, your true emancipation is a fantasy
Policies have risen up and overcome the brave
Greatness dies, unsung and lost, invisible to history
Embedded spies brainwashing our children to be mean

[Chorus]
You don't have long
I am on to you
The time, it has come to destroy
Your supremacy

[Guitar Solo]

[Non-Lyrical Vocals]

[Chorus]
You don't have long
I am on to you
The time, it has come to destroy
Your supremacy

[Instrumental Bridge]

[Outro]
Supremacy
Yeah, ooh, yeah-yeah-ooh"
Madness,The 2nd Law,2012,"[Refrain]
Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad
Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad
Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad
Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad

[Verse 1]
I, I can't get these memories out of my mind
And some kind of madness is starting to evolve, mm
(Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad)
(Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad)
And I, I tried so hard to let you go
But some kind of madness is swallowing me whole, yeah
(Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad)
(Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad)

[Chorus]
I have finally seen the light
And I have finally realised
What you mean

[Post-Chorus]
Hoo, huh-huh-huh-hoo

[Verse 2]
Now, I need to know, is this real love
Or is it just madness keeping us afloat? Mm
(Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad)
(Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad)
And when I look back at all the crazy fights we had
It's like some kind of madness was taking control, yeah
(Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad)
(Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad)

[Chorus]
Now, I have finally seen the light
And I have finally realised
What you need

[Post-Chorus]
Hoo, huh-huh-huh-huh-hoo

[Guitar Solo]

[Refrain]
(Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad)
(Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad)

[Chorus]
Now, I have finally seen the end (Finally seen the end)
And I'm not expecting you to care, no (Expecting you to care)
That I have finally seen the light (Finally seen the light)
And I have finally realised (Realised)
I need your love
I need your love

[Outro]
Come to me, just in a dream
Come on and rescue me
Yes, I know, I can be wrong
And baby, you're too headstrong
Our love is...

[Refrain]
Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad
Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad
Ma-ma-ma-ma-ma-ma-ma-ma-mad-mad-mad
Ma-ma-ma-ma-ma-ma-ma-madness"
Panic Station,The 2nd Law,2012,"[Verse 1]
You won't get much closer 'til you sacrifice it all (All)
You won't get to taste it with your face against the wall (Wall, wall)
Get up and commit, show the power trapped within (-In, -in)
Do just what you want to and now stand up and begin, uh

[Chorus]
Ooh, one, two, three, four fire's in your eyes
And this chaos, it defies imagination
Ooh, five, six, seven, eight minus nine lives
You've arrived at panic station

[Verse 2]
Doubts will try to break you, unleash your heart and soul (Soul)
Trouble will surround you, start taking some control (-trol)
Stand up and deliver your wildest fantasy (-sy, -sy)
Do what the fuck you want to, there's no one to appea-ea-ease

[Chorus]
Ooh, one, two, three, four fire's in your eyes
And this chaos, it defies imagination
Ooh, five, six, seven, eight minus nine lives
You've arrived at panic station, woah

[Interlude]
Hey
Ooh

[Guitar Solo]

[Chorus]
Ooh-ah, ooh-ah
Ooh, one, two, three, four fire's in your eyes
And this chaos, it defies imagination
Ooh, five, six, seven, eight minus nine lives
And I know that you will fight for the duration
Ooh, one, two, three, four fire's in your eyes
And I know I'm not resisting your temptations
Ooh, five, six, seven, eight minus nine lives
You've arrived at panic station, woah

[Outro]
Woo, ugh"
Prelude,The 2nd Law,2012,
Survival,The 2nd Law,2012,"[Verse 1]
Race, life's a race
And I'm gonna win
Yes, I'm gonna win
And I'll light the fuse
And I'll never lose
And I choose to survive
(So I told you)
Whatever it takes
You won't pull ahead
I'll keep up the pace
And I'll reveal my strength
To the whole human race
(You were warned and
Didn't listen)
Yes, I am prepared
To stay alive
I won't forgive
Vengeance is mine
And I won't give in
Because I choose to thrive

[Chorus]
Yeah, I'm gonna win!

[Guitar Solo]

[Verse 2]
Race, it's a race
(So I told you)
And I am gonna win
Yes, I'm gonna win
And I will light the fuse
And I'll never lose
And I choose to survive
(You were warned and didn't listen)
Whatever it takes
You won't pull ahead
'Cause I'll keep up the pace
And I'll reveal my strength
To the whole human race

[Chorus]
Yes, I'm gonna win!

[Instrumental Bridge]

[Outro]
Fight! Fight! Fight! Fight!
Win! Win! Win! Win!
Yes I'm gonna win!"
Follow Me,The 2nd Law,2012,"[Verse]
When darkness falls and surrounds you
When you fall down, when you're scared and you're lost
Be brave
I'm coming to hold you now
When all your strength has gone
And you feel wrong, like your life has slipped away

[Pre-Chorus]
Follow me, you can follow me
And I, I will not desert you now
When your fire's died out
No one's there, they have left you for dead

[Chorus]
Follow me, you can follow me
I will keep you safe
Follow me (Oh-oh), you can follow me (Woah, oh-oh)
I will protect you

[Bridge]
Ooh, ooh-ooh
I won't let them hurt, hurting you, no
Ooh, ooh-ooh, yeah
When your heart is breaking

[Chorus]
You can follow me (Oh-oh), you can follow me (Woah, oh-oh)
I will always keep you safe (Woah, oh-oh-oh-oh)
Follow me (Oh-oh), you can trust in me (Woah, oh-oh)
I will always protect you, my love

[Outro]
Oh, oh-oh-oh, feel my love
Oh, oh-oh-oh, feel my love
Oh, oh-oh-oh, ooh"
Animals,The 2nd Law,2012,"[Verse 1]
Animal, you're an animal
Don't take anything less
Out of control, you're out of control
Strike those in distress

[Chorus]
Analyse, advertise, expand
Bend more rules and buy yourself an island

[Verse 2]
Animals, we're animals
Buy when blood is on the street
Out of control, we're out of control
Crush those who beg at your feet

[Chorus]
Analyse, franchise, spread out
Kill the competition and buy yourself an ocean

[Guitar Solo]

[Chorus]
Amortise, downsize, lay off
Kill yourself, come on and do us all a favour

[Instrumental Outro]"
Explorers,The 2nd Law,2012,"[Verse 1]
Once I hoped to seek the new and unknown
This planet's overrun
There's nothing left for you or for me
Don't give in, we can
Walk through the fields and feeling nature's glow
But all the land is owned
There's none left for you or for me
Who will win? 'Cause I concede

[Chorus]
Free me, free me
Free me from this world
I don't belong here
It was a mistake imprisoning my soul
Can you free me, free me from this world?

[Verse 2]
A world lush in bloom, with rivers running wild
They'll be rerouted South
With none left for you or for me
Don't give in and hear the
Engines roar and save our crops from drought
But when the black gold's in doubt
There's none left for you or for me
Fuse Helium-3, our last hope

[Chorus]
And free me, and free me
Free me from this world
We don't belong here
It was a mistake imprisoning our souls
Can you free me, and free me from this world?

[Instrumental Bridge]

[Chorus]
Free me, I'll free you
Free us from this world
We don't belong here
It was a mistake imprisoning our souls
Can you free me, and free me from this world?
(Free me, free me)
(Free me from this world) Oh, oh-oh, ooh-ooh-ooh
(We don't belong here)
(It was a mistake imprisoning our souls)
Running around in circles, feeling caged by endless rules
Can you free me, and free me from this world?

[Outro]
Ah-ah-oh, ah-ah-oh
Ah-ah-oh, oh no
Shh, go to sleep"
Big Freeze,The 2nd Law,2012,"[Verse 1]
Healed (Healed), or are you still just reeling?
Are you fine (Fine), have you found a way to escape?
Are you here (Here) just because I need you?
Can we hole up? A big freeze is heading our way
We are on a highway to nowhere
We still hope (Hope), but our dreams are not the same, no
And I, I lost before I started
I'm collapsing in stellar clouds of gas

[Chorus]
Hear me—what words just can't convey
Feel me—don't let the sun in your heart decay

[Verse 2]
Fight (Fight), or will you show me mercy? (Mercy)
We've expelled (Expelled) the goodness from our hearts (Hearts)
Are you here (Here) just to prove you're winning? (Winning)
Can you hole up, and ride out this electrical storm?
We destroyed something beautiful
We have faith (Faith), but our truths are not the same, no
Don't give up (Up), don't let the magic leave us (Leave us)
Stop the loneliest force becoming king of the universe

[Chorus]
Hear me—what words just can't convey
Feel me—don't let the sun in your heart decay

[Guitar Solo]

[Bridge]
Don't give up, don't let the magic leave us
We're collapsing in stellar clouds of gas

[Chorus]
Hear me—what words just can't convey
Feel me—I won't let the sun in our hearts decay"
Save Me,The 2nd Law,2012,"[Verse 1: Chris Wolstenholme]
Save me from my superstitions
Now I'm free from this soul's condition
Wait just a while
And I'll greet you with a smile
Hold me 'cause I'm sure I'm hated
Promises, they are overrated
Wait just a while
While I'm drowning in denial

[Chorus: Chris Wolstenholme]
Turn me into someone like you
Find a place that we can go to
Run away and take me with you
Don't let go, I need your rescue

[Verse 2: Chris Wolstenholme]
Watch me 'cause I'm on a mission
Hold me back so I'm forced to listen
Don't let me go
'Cause I'm nothing without you, oh-oh

[Chorus: Chris Wolstenholme]
Turn me into someone like you
Find a place that we can go to
Run away and take me with you
Don't let go, I need your rescue

[Instrumental Bridge]

[Chorus: Chris Wolstenholme]
Turn me into someone like you
Find a place that we can go to
Run away and take me with you
Don't let go, I need your rescue"
Liquid State,The 2nd Law,2012,"[Verse 1: Chris Wolstenholme]
Take me for a ride
Break me up and steal what's left inside
And hope and pray iniquity has died inside and left a scar
I'm on red alert
Bring me peace and wash away my dirt
Spin me round and help me to divert and walk into the light

[Chorus: Chris Wolstenholme]
Warm my heart tonight
And hold my head up high
And help me to survive

[Verse 2: Chris Wolstenholme]
Kick me when I'm down
Feed me poison, fill me till I drown
Wake me up before I get pushed out and fall into the night

[Chorus: Chris Wolstenholme]
Warm my heart tonight
(Force me to lose control)
And hold my head up high
(Watch as I lose my soul)
And help me to survive
(Push me until I fall)"
The 2nd Law: Unsustainable,The 2nd Law,2012,"[Sample: Katie Razzall]
All natural and technological processes proceed in such a way
That the availability of the remaining energy decreases
In all energy exchanges, if no energy enters or leaves an isolated system
The entropy of that system increases
Energy continuously flows from being concentrated
To becoming dispersed, spread out, wasted and useless
New energy cannot be created and high grade energy is being destroyed
An economy based on endless growth is

[Drop]
Unsustainable
You're unsustain-
Unsustain-unsustainable
Unsus-unsus
Unsustaina-unsustainable
Unsus-
Unsustain-unsustainable
Unsus-unsus
You're unsustainable
Unsustaina-unsustaina-unsustainable

[Interlude: Matt Bellamy]
Run, run
Run
Oh-ooh-ooh
Ooh-ah-ah

[Sample: Katie Razzall]
The fundamental laws of thermodynamics will place fixed limits on technological innovation and human advancement
In an isolated system, the entropy can only increase
A species set on endless growth is

[Drop]
Unsustainable
Unsus-
Unsustain-unsustainable
Unsus-unsus
Unsustaina-unsustainable
Unsus-
Unsustain-unsustainable
Unsu-unsu-
You're unsustainable"
The 2nd Law: Isolated System,The 2nd Law,2012,"[Intro]
In an isolated system, entropy can only increase

[Random radio and TV transmissions broadcast on March 29th, 2012 between 18:48 and 19:10]
(Ending not twenty blocks away in a low-income housing project at 3 in the morning, residents heard gunfire)
(On Wednesday, it was 140.9 pence. The average price of diesel on Tuesday was 146.98 pence)
(Those being influenced by the EU and Eurozone members. It is also about label—)
(In short, in the bottom half of the income distribution, I've estimated to see they could just benefit)
(This)
(Pedal)
(The power of Greek and Roman myth—)
(Um, some type of opposition)
(So, the problem with finding self-control: I think it could go, probably, to the middle way and, and try to find somewhere with a, with a uni—)
(Their friends read out an emotionally-charged impact statement)
(One of the others I was speaking to told me that really the aim is to try and create this, uh, monolithic, uh, opposition movement)
(To meet ever shorter deadlines, known as ""beat the clock"")

[Verse]
In an isolated system, entropy can only increase
In an isolated system, entropy can only increase
In an isolated system
In an isolated system (Entropy)
Isolated system (Entropy can only increase)
Isolated system
Isolated
Isolated (System)
Isolated
Isolated (System)
Isolated (Entropy)
Isolated
Isolated
Isolated"
